Area_SqFt,Bedrooms,Bathrooms,Location,Year_Built,Parking,Floors,Amenities,Price
5320.0,4,4.0,Suburbs,,No,4,Standard,113968168.94185863
7687.0,4,3.5,Rural,1984.0,No,1,Basic,127267704.2777989
1500.0,4,3.5,Suburbs,1976.0,Yes,4,Luxury,68290820.99710149
7201.0,6,5.0,Downtown,2012.0,Yes,3,Basic,164631976.1703017
5635.0,4,3.0,Rural,1960.0,Yes,3,Basic,101787531.73868847
1877.0,6,5.0,Suburbs,2000.0,Yes,4,Luxury,82641782.05392995
7174.0,1,1.0,Suburbs,1958.0,Yes,4,Luxury,124387258.79988545
5076.0,6,5.0,Rural,1953.0,No,3,Basic,100204521.66172612
3948.0,6,5.0,Suburbs,2009.0,No,1,Standard,99170354.86564282
4195.0,1,1.0,Downtown,1973.0,No,1,Luxury,92139397.82845578
2259.0,1,1.0,Downtown,1990.0,No,3,Standard,63213158.55394662
3020.0,6,5.0,Suburbs,1953.0,Yes,3,Standard,85423702.6731928
7325.0,1,1.0,Suburbs,2021.0,No,2,Standard,123904059.16312289
6844.0,6,5.0,Waterfront,2000.0,Yes,2,Standard,168935335.09707853
6274.0,5,5.0,Uptown,1972.0,Yes,2,,137284973.27889732
4483.0,6,5.0,Suburbs,2010.0,No,3,Standard,109872323.81772059
6994.0,4,4.5,Uptown,1995.0,Yes,3,Standard,140575218.03758752
5536.0,2,1.5,Downtown,2011.0,Yes,2,Standard,119366085.88863489
2153.0,2,2.0,Waterfront,1956.0,No,2,Standard,74592382.53373581
3618.0,3,2.5,Downtown,1951.0,Yes,1,Standard,82495908.96621
743.0,6,5.0,Uptown,2023.0,No,1,Basic,56118229.10564474
859.0,1,1.5,Downtown,1992.0,Yes,4,Standard,44781018.79337905
1995.0,1,1.0,Suburbs,2021.0,Yes,3,Standard,57073081.73798941
1112.0,5,4.5,Waterfront,2006.0,Yes,4,Basic,80559285.08951123
6518.0,5,5.0,Uptown,1990.0,No,1,Basic,127869060.76162684
22000.0,5,4.0,Downtown,2016.0,Yes,1,Basic,6800000.0
1940.0,1,1.0,Rural,1975.0,No,3,Luxury,48006260.70734574
5349.0,2,2.5,Downtown,1972.0,Yes,1,Basic,109030604.29165952
6650.0,3,3.0,Suburbs,2019.0,Yes,4,Standard,129641807.91231453
4646.0,2,2.0,Uptown,1975.0,Yes,2,Basic,90017285.6297183
7599.0,4,3.5,Downtown,2022.0,No,3,Standard,161771606.42288908
3530.0,1,1.0,Uptown,1983.0,No,3,Basic,72562295.33509345
4247.0,3,4.0,Suburbs,1978.0,Yes,4,Standard,95876177.81115575
4252.0,2,1.5,Downtown,1981.0,Yes,2,Luxury,99106357.22183457
4630.0,3,3.5,Uptown,1976.0,Yes,2,Basic,96713699.84163561
2148.0,4,5.0,Uptown,1990.0,Yes,4,Basic,74086659.35651837
501.0,4,4.5,Rural,2007.0,No,3,Basic,43622370.6303814
4590.0,6,5.0,Suburbs,1992.0,Yes,2,Standard,109055583.95457244
7088.0,5,5.0,Downtown,1996.0,No,2,Standard,155893712.6507633
5337.0,3,3.5,Downtown,1996.0,No,1,Standard,117611588.09230866
5639.0,1,1.0,Suburbs,1967.0,Yes,2,Basic,94672708.88648883
6861.0,4,4.0,Downtown,2005.0,No,1,Basic,142946235.19766727
3923.0,2,2.0,Suburbs,1973.0,No,3,Basic,76065530.04531717
,4,3.0,Uptown,1967.0,Yes,4,Standard,77529484.98004918
7178.0,1,1.0,Rural,1962.0,Yes,3,Basic,111322465.80822052
4562.0,4,4.5,Rural,1954.0,Yes,3,Basic,90240126.81475866
6672.0,2,3.0,Rural,2003.0,No,2,Basic,111117002.4970771
2024.0,3,3.0,Uptown,1991.0,No,4,Standard,65567271.569041654
7814.0,5,4.0,Uptown,1971.0,No,2,Standard,146305264.8366638
4797.0,2,2.0,Uptown,2013.0,Yes,2,Basic,96025696.02508375
2017.0,1,1.5,Downtown,2012.0,Yes,2,Standard,60801319.73945895
7304.0,6,5.0,Suburbs,1994.0,Yes,2,Standard,143810582.66405386
2395.0,6,5.0,Suburbs,2018.0,No,4,Luxury,90755964.99500412
6025.0,4,3.5,Rural,1959.0,No,4,Basic,106033088.27692506
2669.0,1,1.0,Uptown,1981.0,No,1,Standard,57768329.71944109
5298.0,2,2.5,Downtown,1976.0,Yes,2,Standard,111359625.92989478
3597.0,3,3.0,Downtown,1972.0,Yes,3,Basic,84857381.04797369
4406.0,2,2.0,Rural,2020.0,No,1,Standard,82578646.06837201
1128.0,4,3.5,Uptown,1997.0,Yes,4,Standard,61499710.56668486
4490.0,5,5.0,Suburbs,1976.0,Yes,4,Basic,100470491.70326126
7312.0,6,5.0,Downtown,1992.0,Yes,2,Standard,163019290.42426932
6126.0,3,2.0,Downtown,1981.0,Yes,3,Standard,129207401.50890516
3436.0,3,2.5,Suburbs,2019.0,Yes,3,Basic,82689892.29494414
5836.0,6,5.0,Downtown,1980.0,No,1,Standard,136439700.96135896
4573.0,6,5.0,Downtown,2023.0,No,4,Standard,121384507.30844265
3378.0,1,1.0,Suburbs,1983.0,Yes,3,Standard,71036941.3291563
6762.0,3,3.5,Suburbs,1982.0,Yes,2,Standard,125750142.32991612
6602.0,3,3.0,Uptown,2007.0,Yes,2,Basic,124427521.3899897
5393.0,4,4.0,Uptown,1950.0,Yes,3,Luxury,117725025.39624462
4985.0,1,1.0,Downtown,2011.0,Yes,3,Basic,103994426.2170309
6816.0,1,1.5,Suburbs,2005.0,No,2,Basic,115689493.53265455
3037.0,5,5.0,Suburbs,2009.0,Yes,4,Luxury,98847286.75695063
1790.0,3,3.5,Uptown,1961.0,No,3,Basic,59686940.443970345
1376.0,4,5.0,Downtown,2025.0,Yes,2,Standard,73863598.23485826
3749.0,5,5.0,Downtown,2018.0,Yes,1,Standard,106158271.85245575
2129.0,1,1.0,Downtown,2019.0,No,3,Luxury,72935238.61729361
2608.0,4,5.0,Rural,1964.0,Yes,3,Standard,69498258.88106625
7637.0,5,4.0,Suburbs,2025.0,Yes,3,Basic,145279458.23082963
4174.0,2,2.0,Downtown,1962.0,Yes,3,Standard,89290063.60750464
4026.0,1,1.5,Suburbs,2025.0,No,1,Luxury,90388968.52186948
2219.0,5,4.5,Suburbs,1980.0,Yes,2,Luxury,80568397.28980498
2765.0,2,2.0,Uptown,1982.0,Yes,2,Basic,64800582.62658234
6126.0,6,5.0,Downtown,1989.0,Yes,3,Standard,145602959.4613611
5935.0,3,3.5,Suburbs,1979.0,Yes,1,Luxury,119597223.65589666
4789.0,6,5.0,Downtown,1968.0,Yes,4,Standard,121175213.48038657
2928.0,4,3.5,Suburbs,1996.0,Yes,3,Standard,80741845.45291038
5950.0,2,2.5,Downtown,2013.0,No,3,Basic,122759102.80099437
2581.0,4,4.0,Uptown,1971.0,Yes,2,Luxury,79463292.36882804
5846.0,4,4.5,Downtown,1991.0,No,2,Standard,132709397.8561258
4088.0,6,5.0,Suburbs,2005.0,No,2,Basic,98862709.1052361
5666.0,1,1.0,Downtown,2010.0,No,2,Basic,113955590.22643554
3060.0,4,5.0,Suburbs,1955.0,No,3,Basic,76601998.93660705
4353.0,5,5.0,Suburbs,1991.0,No,1,Standard,98882448.48945795
3220.0,4,4.0,Downtown,2006.0,No,3,Basic,88790831.92888588
1402.0,6,5.0,Suburbs,2005.0,No,2,Basic,63021036.23945318
1636.0,3,2.5,Rural,1953.0,Yes,2,Basic,40321441.355605066
4638.0,5,5.0,Downtown,1964.0,Yes,3,Basic,109173990.73953289
5079.0,2,2.0,Rural,2008.0,Yes,4,Standard,98795093.92211118
7706.0,5,5.0,Suburbs,1958.0,Yes,2,Standard,142935928.06542102
6849.0,5,5.0,Suburbs,1973.0,No,1,Basic,128369354.29587574
2046.0,1,1.5,Rural,1981.0,Yes,4,Standard,49831805.68915096
4030.0,3,3.0,Suburbs,1992.0,Yes,4,Luxury,99843645.12576593
7083.0,2,3.0,Suburbs,1990.0,Yes,2,Basic,122157129.73727375
1756.0,5,5.0,Downtown,2010.0,No,2,Standard,75877903.27559601
7197.0,6,5.0,Suburbs,1976.0,Yes,4,Standard,143306331.5295365
2724.0,6,5.0,Rural,1970.0,Yes,3,Basic,73744162.82817426
3274.0,6,5.0,Suburbs,2019.0,No,3,Standard,95279796.143731
6344.0,5,5.0,Waterfront,2006.0,Yes,1,Standard,153993201.09207535
6302.0,4,4.0,Waterfront,2026.0,Yes,1,Basic,150465436.60735157
4157.0,3,3.5,Rural,1965.0,Yes,1,Basic,76281563.47266737
2469.0,1,1.0,Suburbs,1957.0,Yes,2,Basic,51460865.466668464
6391.0,2,2.0,Waterfront,1969.0,Yes,3,Basic,139298759.36037135
3461.0,3,3.0,Suburbs,2017.0,Yes,3,Standard,87473967.36953795
992.0,6,5.0,Downtown,1987.0,Yes,4,Luxury,77643172.4790385
7315.0,3,2.5,Suburbs,2026.0,Yes,3,Standard,137141371.4524973
3764.0,1,1.0,Downtown,2022.0,Yes,3,Basic,84041822.96441638
7345.0,6,5.0,Suburbs,2020.0,Yes,1,Standard,146933339.91912302
4908.0,5,5.0,Downtown,2025.0,No,2,Standard,122480063.50816919
6993.0,6,5.0,Uptown,2023.0,No,1,Basic,138800764.35441664
3971.0,2,2.5,Suburbs,1964.0,Yes,3,Standard,81683589.12007354
3479.0,3,3.0,Downtown,1986.0,Yes,4,Standard,93279954.99517676
2272.0,3,3.0,Suburbs,1996.0,No,1,Basic,62634856.57156141
566.0,2,1.5,Downtown,2004.0,Yes,2,Standard,45055157.16966618
7774.0,4,3.5,Waterfront,1950.0,Yes,2,Luxury,188707368.17535567
6655.0,5,5.0,Suburbs,1983.0,No,3,Basic,131282581.5122947
3743.0,3,2.5,Uptown,1972.0,Yes,4,Basic,84654344.49126415
2425.0,5,5.0,Rural,1984.0,No,2,Standard,70066868.18779846
2636.0,6,5.0,Rural,1985.0,Yes,1,Standard,75021030.71850131
5236.0,3,3.0,Suburbs,2017.0,Yes,3,Standard,112099110.39878327
3554.0,1,1.0,Uptown,1985.0,Yes,4,Standard,77894959.93148199
6785.0,2,2.0,Rural,1956.0,Yes,3,Standard,111689345.39377528
4472.0,4,3.5,Downtown,1950.0,Yes,1,Basic,95736656.16644575
1598.0,5,4.0,Suburbs,2024.0,Yes,1,Basic,67408197.69891731
5672.0,3,3.5,Suburbs,1997.0,No,3,Standard,113229537.7628663
5237.0,5,4.0,Downtown,2019.0,Yes,2,Basic,122761410.42603223
1678.0,2,1.5,Downtown,2002.0,No,1,Basic,54892096.67435403
3182.0,2,2.5,Waterfront,1968.0,Yes,3,Standard,92317219.0221839
7845.0,4,3.5,Downtown,1961.0,Yes,1,Standard,158499673.02910227
2187.0,6,5.0,Downtown,1996.0,Yes,4,Standard,85628781.1174917
7787.0,2,3.0,Waterfront,2002.0,No,2,Basic,165372634.7999272
6170.0,6,5.0,Suburbs,1980.0,No,2,Basic,122594930.83364907
2961.0,5,5.0,Rural,2002.0,Yes,1,Standard,78816197.93765524
4607.0,4,4.0,Rural,1976.0,No,3,Basic,88782853.95439416
7233.0,5,5.0,Uptown,1971.0,Yes,4,Luxury,152999382.30884904
3428.0,5,5.0,Downtown,1981.0,Yes,3,Luxury,103864309.64771228
5150.0,6,5.0,Uptown,2023.0,No,2,Basic,117595359.66924788
5568.0,4,4.0,Uptown,1989.0,No,4,Basic,116292247.58892092
4452.0,1,1.0,Waterfront,1951.0,No,4,Standard,102106765.40868944
6578.0,2,2.5,Suburbs,2018.0,Yes,3,Standard,122744501.27478728
3787.0,2,2.0,Uptown,2003.0,Yes,3,Standard,85141265.21548545
3522.0,4,4.0,Downtown,1990.0,Yes,4,Standard,95988127.69804177
3940.0,3,2.5,Waterfront,2008.0,Yes,4,Basic,107608683.09995311
6224.0,1,2.0,Suburbs,1952.0,No,4,Standard,110200256.64502922
1690.0,5,5.0,Suburbs,1999.0,Yes,3,Standard,70109023.21673371
5776.0,3,3.5,Downtown,1960.0,No,4,Basic,122369676.19480358
6803.0,5,5.0,Downtown,2019.0,Yes,2,Basic,153384968.87784806
5726.0,4,3.5,Suburbs,2025.0,Yes,4,Standard,120537283.55336085
5980.0,2,1.5,Downtown,2010.0,Yes,1,Luxury,131719547.92877603
2395.0,5,5.0,Rural,2018.0,Yes,1,Luxury,77503572.96535382
4272.0,1,1.0,Suburbs,1951.0,No,2,Basic,72881422.16317923
3456.0,5,4.5,Uptown,2001.0,Yes,3,Basic,94050078.94919293
3344.0,1,1.0,Suburbs,2003.0,No,2,Standard,67679268.83474208
6769.0,4,4.0,Suburbs,1979.0,Yes,3,Standard,131815392.68441282
1468.0,5,5.0,Downtown,2008.0,Yes,2,Standard,72019368.86418311
3804.0,3,3.0,Suburbs,2005.0,Yes,3,Standard,87102137.74892448
3586.0,6,5.0,Suburbs,2021.0,Yes,4,Basic,99195280.28199686
4645.0,1,1.0,Rural,2024.0,Yes,4,Basic,84412366.26811206
5224.0,3,3.0,Downtown,1959.0,No,1,Standard,110574499.59110783
707.0,3,3.0,Suburbs,1994.0,No,3,Basic,41514925.877017915
7179.0,4,3.5,Waterfront,1973.0,No,2,Luxury,179511296.75927198
1161.0,3,3.0,Rural,1965.0,Yes,4,Basic,39931165.275757514
2860.0,3,2.0,Downtown,2020.0,Yes,4,Basic,82483305.35153715
3306.0,1,1.0,Suburbs,1975.0,Yes,2,Standard,66953838.90095156
6121.0,4,3.5,Downtown,1953.0,Yes,2,Standard,129936912.63739331
7444.0,4,4.5,Rural,1956.0,No,1,Standard,126563941.05757585
7946.0,1,1.5,Uptown,1966.0,Yes,1,Basic,126191753.41147184
6011.0,2,2.0,Downtown,1957.0,No,2,Standard,119080107.19898158
2408.0,6,5.0,Suburbs,1976.0,No,4,Standard,80986299.05259663
1202.0,2,2.5,Suburbs,1964.0,Yes,1,Basic,40247910.22005309
5042.0,5,5.0,Downtown,2022.0,Yes,1,Basic,119903537.2308513
1881.0,5,5.0,Suburbs,2017.0,No,3,Luxury,76305576.04553702
589.0,6,5.0,Rural,1973.0,Yes,1,Luxury,51761368.30234791
1963.0,2,2.0,Suburbs,2016.0,Yes,2,Basic,56333607.1217851
5751.0,3,2.5,Suburbs,1963.0,Yes,2,Standard,107504493.72889735
4624.0,6,5.0,Suburbs,1974.0,Yes,1,Basic,103909493.41276081
7510.0,5,4.0,Suburbs,1962.0,No,4,Standard,137301495.39668196
1409.0,1,1.0,Suburbs,2015.0,Yes,2,Standard,46535023.056923345
7784.0,2,2.0,Rural,1995.0,Yes,2,Basic,123209698.4522886
2287.0,4,3.5,Downtown,1954.0,No,1,Basic,65683323.67411535
,2,1.5,Uptown,1956.0,Yes,4,Basic,69704636.68344143
1713.0,5,5.0,Suburbs,1959.0,Yes,1,Standard,62266477.40273408
1071.0,4,3.5,Uptown,1954.0,No,3,Standard,50352997.84261322
5850.0,3,3.0,Suburbs,1981.0,Yes,1,Basic,106597624.23304164
3662.0,5,5.0,Rural,1963.0,Yes,2,Luxury,88646017.62636313
4248.0,2,2.0,Downtown,1966.0,No,3,Luxury,99156841.66953236
3112.0,2,1.5,Downtown,2019.0,Yes,4,Standard,81514605.4460588
1332.0,6,5.0,Suburbs,1952.0,Yes,3,Standard,60638337.37849645
1355.0,3,3.5,Suburbs,1950.0,Yes,2,Basic,45853729.52161964
6371.0,4,4.5,Suburbs,1981.0,Yes,3,Basic,121351873.1946273
3195.0,6,5.0,Downtown,1970.0,Yes,4,Standard,97151974.0930479
2876.0,6,5.0,Downtown,2003.0,No,2,Luxury,98273972.80079299
7986.0,3,2.5,Uptown,1954.0,Yes,2,Standard,139725782.49221805
1640.0,5,4.0,Uptown,1968.0,Yes,1,Standard,64219466.25897787
5586.0,3,2.5,Downtown,1973.0,Yes,4,Basic,115614635.54151899
1824.0,3,4.0,Downtown,1985.0,Yes,4,Basic,70763042.96854651
6156.0,1,1.0,Rural,1964.0,Yes,3,Luxury,105086189.88918571
2521.0,2,2.0,Uptown,1963.0,Yes,4,Basic,62089104.41948816
2327.0,1,1.0,Uptown,1997.0,Yes,4,Standard,61291333.58275258
5998.0,5,5.0,Uptown,1997.0,No,3,Luxury,137424149.24495322
1463.0,6,5.0,Uptown,1992.0,Yes,3,Basic,69609186.75071111
1424.0,4,4.0,Downtown,1959.0,Yes,3,Standard,65220075.756651156
3952.0,1,2.0,Downtown,2005.0,No,3,Standard,88121703.6147103
1945.0,1,1.0,Suburbs,2015.0,Yes,3,Basic,51173469.93573535
6035.0,3,3.5,Waterfront,2017.0,No,2,Standard,146807880.57311648
2903.0,3,3.0,Suburbs,2025.0,Yes,1,Standard,78977847.11909404
6524.0,3,2.0,Suburbs,1953.0,No,1,Luxury,117981719.29570617
2215.0,4,4.5,Rural,1965.0,Yes,1,Standard,59720984.87068181
6664.0,2,2.5,Downtown,2004.0,Yes,3,Standard,140303043.6300947
3587.0,4,4.0,Waterfront,1985.0,Yes,4,Standard,108997856.69744751
7598.0,1,1.0,Downtown,1970.0,Yes,4,Standard,147422556.53695527
542.0,1,1.0,Uptown,1956.0,No,2,Luxury,37456849.47308417
7488.0,1,1.0,Rural,1986.0,Yes,2,Basic,115723722.10835256
7791.0,4,3.5,Downtown,1984.0,Yes,2,Basic,160952187.52126616
7386.0,5,4.5,Suburbs,2022.0,Yes,4,Standard,147326553.12343293
2573.0,2,1.5,Rural,2012.0,Yes,1,Basic,56206984.628540285
645.0,3,4.0,Suburbs,2024.0,Yes,3,Standard,52590099.59604752
5593.0,5,5.0,Uptown,1995.0,Yes,3,Standard,123343642.7892121
3724.0,1,1.0,Uptown,2010.0,Yes,3,Basic,80884868.83721693
2107.0,1,1.5,Downtown,1972.0,Yes,1,Standard,60929818.51086862
6297.0,5,5.0,Uptown,1960.0,No,4,Standard,129012786.49580197
6441.0,3,3.0,Downtown,2023.0,No,3,Basic,138359258.7688965
2541.0,2,2.5,Suburbs,1956.0,Yes,3,Basic,61215768.66801928
6406.0,3,4.0,Suburbs,1986.0,Yes,3,Standard,126397784.83292
7679.0,2,2.5,Suburbs,1994.0,No,4,Basic,131602390.72773212
2930.0,4,3.5,Suburbs,1992.0,Yes,4,Standard,80161834.24183273
7213.0,1,1.0,Suburbs,1963.0,No,3,Basic,112959022.3339535
1423.0,4,3.5,Uptown,2022.0,Yes,1,Standard,65757448.803469464
1042.0,6,5.0,Downtown,1978.0,Yes,2,Luxury,76132731.83823377
1978.0,2,2.0,Downtown,1952.0,Yes,1,Standard,59186696.176804975
2328.0,2,2.0,Uptown,2012.0,Yes,2,Standard,68656785.96293859
3046.0,6,5.0,Suburbs,1989.0,No,3,Basic,85973580.78592795
2640.0,2,2.0,Downtown,2000.0,Yes,4,Basic,74850577.4261431
4607.0,5,5.0,Uptown,1974.0,Yes,1,Standard,108102503.28386089
6277.0,1,1.0,Suburbs,1996.0,Yes,2,Standard,109964523.56149784
3167.0,2,2.0,Waterfront,2007.0,Yes,3,Basic,91417682.02594322
741.0,2,1.5,Waterfront,1953.0,Yes,2,Basic,50404549.20110918
3755.0,4,4.5,Rural,1997.0,Yes,4,Standard,90141196.61260295
540.0,5,4.0,Suburbs,1952.0,Yes,4,Standard,47040144.40908045
4213.0,6,5.0,Rural,1996.0,Yes,2,Basic,93692883.75906172
3245.0,1,1.0,Suburbs,2007.0,Yes,4,Basic,69248559.22851016
2578.0,1,1.0,Suburbs,1976.0,Yes,2,Standard,55939282.672051296
2656.0,3,3.0,Downtown,2014.0,No,2,Basic,74908235.1514219
7828.0,3,2.5,Uptown,1974.0,Yes,3,Standard,141219350.45512664
2250.0,3,2.0,Uptown,2015.0,Yes,1,Standard,69339683.79241088
5369.0,3,3.5,Downtown,2002.0,Yes,1,Luxury,124053960.76795143
6817.0,2,1.5,Uptown,1980.0,Yes,4,Basic,121428809.10361856
1567.0,1,1.5,Downtown,1968.0,Yes,2,Basic,49418332.06973308
701.0,6,5.0,Suburbs,1960.0,No,1,Basic,47268164.70632766
1543.0,1,1.0,Uptown,2020.0,Yes,4,Luxury,64463458.69313808
6111.0,1,1.0,Suburbs,1975.0,No,2,Basic,98699662.35266475
6282.0,1,1.0,Uptown,1966.0,Yes,3,Basic,107026689.78103442
1669.0,2,2.0,Rural,1983.0,No,4,Basic,40066837.378797896
5547.0,6,5.0,Rural,2021.0,Yes,4,Standard,120313282.02207354
5843.0,1,1.0,Suburbs,2013.0,Yes,4,Basic,108241964.38382617
4061.0,5,4.5,Uptown,2025.0,Yes,3,Luxury,117274644.1791372
3691.0,6,5.0,Suburbs,1972.0,No,4,Basic,93143813.57613249
2512.0,4,3.5,Suburbs,2003.0,Yes,1,Standard,71705812.91196156
3792.0,5,5.0,Downtown,1976.0,No,4,Standard,101592444.57591191
5999.0,6,5.0,Suburbs,1983.0,Yes,4,Basic,124999354.29056084
1487.0,2,2.5,Downtown,1961.0,Yes,4,Standard,58310868.990110144
6124.0,1,1.0,Suburbs,1976.0,Yes,4,Basic,104092362.02972308
1814.0,6,5.0,Uptown,1972.0,Yes,2,Basic,70429744.95009694
3237.0,1,2.0,Suburbs,1966.0,Yes,2,Luxury,72536366.12026058
4509.0,1,1.0,Suburbs,1965.0,Yes,4,Basic,82877463.99517235
2692.0,1,1.0,Suburbs,1970.0,Yes,1,Basic,54158344.40214474
6447.0,2,2.0,Suburbs,2019.0,Yes,3,Basic,116300697.90581742
7057.0,3,3.5,Suburbs,1972.0,No,3,Basic,124259458.79677781
2074.0,5,5.0,Suburbs,1971.0,Yes,1,Basic,64651721.242235854
4719.0,3,3.5,Rural,2014.0,Yes,2,Basic,94130499.96580349
7693.0,3,3.0,Waterfront,1984.0,Yes,4,Basic,170578306.98803127
2747.0,1,1.5,Suburbs,1992.0,No,1,Basic,55927157.9359188
1021.0,6,5.0,Rural,2003.0,No,3,Standard,53786000.73704992
4516.0,4,4.0,Downtown,1973.0,Yes,1,Standard,105146432.65208575
350.0,5,4.5,Uptown,1967.0,Yes,2,Luxury,224000000.0
3317.0,6,5.0,Suburbs,1972.0,Yes,1,Basic,82946181.0742983
,1,1.0,Suburbs,1982.0,Yes,3,Basic,121553363.59475718
5279.0,5,5.0,Downtown,1979.0,Yes,4,Luxury,135771198.25630224
1399.0,2,2.5,Downtown,2019.0,Yes,2,Basic,58567623.679746136
7207.0,1,1.0,Suburbs,1999.0,Yes,2,Standard,124380600.29498793
2323.0,2,2.0,Suburbs,2018.0,No,4,Standard,68393963.66235064
7263.0,4,5.0,Rural,2022.0,No,1,Basic,131875078.28739859
1232.0,1,2.0,Downtown,1959.0,Yes,1,Luxury,53563101.15131052
7559.0,6,5.0,Uptown,2019.0,Yes,1,Basic,151012306.82345363
2582.0,4,4.0,Suburbs,2003.0,Yes,2,Basic,73667116.33226585
1791.0,3,3.0,Suburbs,1960.0,Yes,2,Basic,48869463.049756624
5990.0,5,4.5,Waterfront,1999.0,Yes,3,Standard,150823970.71365386
4851.0,3,2.0,Downtown,1986.0,Yes,2,Basic,103674908.71245
5942.0,6,5.0,Suburbs,2024.0,Yes,2,Standard,130535803.09271988
5636.0,5,5.0,Downtown,1954.0,Yes,1,Standard,125516231.00466326
6144.0,1,1.5,Rural,2000.0,No,4,Standard,102334180.5423575
5742.0,3,2.0,Downtown,1962.0,Yes,1,Standard,114750595.60477164
4635.0,6,5.0,Suburbs,2010.0,No,1,Standard,109440576.17259866
2436.0,2,2.5,Suburbs,2000.0,Yes,1,Standard,63609055.973874934
2690.0,5,5.0,Uptown,1994.0,No,3,Standard,84635770.5226338
2208.0,1,1.0,Suburbs,2012.0,Yes,1,Basic,53266375.885655664
6459.0,2,1.5,Downtown,1989.0,Yes,3,Standard,133102267.69294393
5529.0,1,1.0,Suburbs,1995.0,No,3,Basic,95983669.07614326
1677.0,2,2.0,Downtown,2006.0,Yes,1,Standard,61980498.78048337
3053.0,1,1.0,Uptown,1963.0,No,1,Basic,59661328.504739285
5065.0,1,2.0,Suburbs,1967.0,Yes,3,Standard,98275307.97964276
6300.0,5,5.0,Suburbs,1991.0,Yes,4,Standard,131211700.43316424
5591.0,2,2.0,Downtown,1984.0,Yes,1,Standard,115766525.15105785
5181.0,3,2.5,Waterfront,1968.0,Yes,2,Luxury,143580608.9530639
7112.0,6,5.0,Uptown,1988.0,Yes,4,Luxury,157824587.08761427
4341.0,6,5.0,Uptown,1993.0,No,1,Basic,100938271.05214076
6014.0,2,1.5,Uptown,1986.0,Yes,1,Luxury,116146962.05418089
7183.0,4,4.5,Suburbs,1957.0,Yes,4,Standard,133881315.79227245
3175.0,5,5.0,Suburbs,1989.0,Yes,1,Basic,85496588.5452
3007.0,3,3.5,Uptown,,Yes,1,Basic,83133294.96442626
3210.0,2,1.0,Uptown,2007.0,Yes,1,Basic,72109691.85648179
829.0,3,3.0,Waterfront,1994.0,No,3,Basic,61395870.0206524
6345.0,1,2.0,Downtown,2014.0,Yes,4,Basic,133392630.45575118
4219.0,1,1.0,Downtown,1961.0,No,4,Luxury,91220891.52713464
7307.0,3,3.0,Downtown,1962.0,Yes,4,Standard,149848997.2041476
966.0,3,3.0,Downtown,2008.0,No,1,Luxury,60962784.93766356
3930.0,4,3.5,Downtown,1989.0,No,2,Standard,97652393.95935303
6104.0,3,3.5,Rural,2017.0,No,3,Standard,115006543.5022721
3499.0,4,3.0,Rural,1998.0,Yes,3,Luxury,86844046.66514821
7160.0,3,2.5,Downtown,2017.0,Yes,3,Basic,147027252.1546618
2661.0,6,5.0,Suburbs,1984.0,Yes,2,Luxury,86265916.6491887
2235.0,1,1.0,Suburbs,1963.0,Yes,2,Luxury,59989585.97268532
7526.0,6,5.0,Downtown,1990.0,Yes,2,Basic,163563710.5035126
5137.0,1,1.0,Suburbs,1988.0,Yes,2,Standard,94095712.23503454
2840.0,4,3.5,Suburbs,2017.0,Yes,4,Basic,79677819.25422093
3657.0,2,1.5,Uptown,1993.0,Yes,3,Standard,80651543.66576754
7081.0,5,4.5,Suburbs,2002.0,No,3,Basic,136792223.5186806
4931.0,5,5.0,Suburbs,1950.0,No,2,Basic,101639173.13055858
5722.0,3,4.0,Downtown,1996.0,No,1,Standard,124274710.9655411
4348.0,5,5.0,Suburbs,1986.0,Yes,4,Standard,106959125.17249471
,1,1.5,Uptown,2012.0,Yes,3,Standard,66275179.62489974
2072.0,3,4.0,Downtown,1951.0,No,2,Standard,64304623.002082646
7342.0,2,1.5,Uptown,2018.0,Yes,4,Standard,136730759.01515374
6226.0,4,5.0,Uptown,1980.0,Yes,3,Standard,128420068.252532
5051.0,2,1.5,Downtown,2025.0,Yes,1,Basic,106957354.11860457
3691.0,4,5.0,Downtown,1975.0,Yes,2,Standard,97538910.71197116
6941.0,3,3.0,Suburbs,2013.0,No,1,Basic,124261860.6482383
7042.0,4,3.0,Waterfront,1997.0,Yes,1,Standard,158282301.81307015
5642.0,3,3.0,Downtown,2025.0,No,4,Standard,128660861.71734753
5221.0,2,2.0,Uptown,2023.0,Yes,2,Basic,104452380.40908384
2167.0,2,2.0,Uptown,2006.0,Yes,2,Standard,64235892.18749166
4194.0,4,3.0,Downtown,1964.0,Yes,4,Basic,96963293.62284125
7741.0,4,3.0,Suburbs,2005.0,Yes,3,Basic,141147691.63289708
2357.0,3,3.0,Downtown,1985.0,Yes,3,Standard,73475905.86973628
975.0,4,3.5,Uptown,1957.0,Yes,4,Standard,52972807.81388861
1803.0,4,4.0,Suburbs,1973.0,Yes,1,Basic,59150925.15192649
2820.0,3,2.0,Suburbs,1971.0,Yes,1,Standard,64808708.24786704
6264.0,5,4.5,Uptown,1978.0,Yes,1,Basic,123697187.46930116
2679.0,2,2.0,Downtown,1953.0,No,1,Basic,61175917.24613748
3262.0,1,2.0,Waterfront,2012.0,No,2,Basic,86992036.80702238
4488.0,5,5.0,Suburbs,1954.0,Yes,4,Luxury,111811144.60228057
